year,type,country,activity,sex,age,fatal,time,species
2003,Unprovoked,BRZ,Swimming,M,16,N,18,Unknown Shark
2003,Unprovoked,BRZ,Surfing,M,17,N,17,Bull Shark
2003,Unprovoked,USA,Surfing,M,36,N,14,Unknown Shark
2003,Unprovoked,USA,Surfing,M,17,N,13,Unknown Shark
2003,Unprovoked,USA,Surfing,M,30,N,12,Unknown Shark
2003,Unprovoked,USA,Surfing,M,23,N,9,Unknown Shark
2003,Unprovoked,USA,Surfing,M,18,N,14,Unknown Shark
2003,Unprovoked,USA,Jumping,M,11,N,13,Unknown Shark
2003,Unprovoked,USA,Surfing,M,12,N,8,Unknown Shark
2003,Unprovoked,USA,Swimming,M,20,N,13,Unknown Shark
2003,Unprovoked,USA,Surfing,M,18,N,18,Unknown Shark
2003,Unprovoked,USA,Surfing,M,50,N,8,Unknown Shark
2003,Unprovoked,NZ,Diving,M,44,N,11,White Shark
2003,Unprovoked,AUS,Wading,M,37,N,18,Unknown Shark
2003,Unprovoked,USA,Swimming,M,54,N,12,Unknown Shark
2003,Unprovoked,AUS,Swimming,M,84,Y,10,Bull Shark
2003,Unprovoked,AUS,Surfing,F,18,N,13,Whaler Shark
2002,Unprovoked,AUS,Swimming,M,23,Y,2,Bull Shark
2002,Unprovoked,MIC,Diving,M,18,N,12,Blacktip Shark
2002,Unprovoked,USA,Surfing,M,48,N,9,White Shark
2002,Unprovoked,USA,Swimming,F,34,N,10,Grey Shark
2002,Unprovoked,TC,Diving,F,41,N,8,Reef Shark
2002,Unprovoked,USA,Surfing,M,21,N,13,Unknown Shark
2002,Unprovoked,USA,Surfing,M,16,N,13,Unknown Shark
2002,Unprovoked,USA,Swimming,F,60,N,11,Unknown Shark
2002,Unprovoked,BRZ,Swimming,M,36,Y,16,Tiger Shark
2002,Unprovoked,USA,Surfing,M,14,N,12,Blacktip Shark
2002,Unprovoked,USA,Surfing,M,35,N,13,Unknown Shark
2002,Unprovoked,USA,Surfing,M,18,N,14,Unknown Shark
2002,Unprovoked,USA,Surfing,M,47,N,16,Unknown Shark
2002,Unprovoked,USA,Surfing,M,32,N,7,Unknown Shark
2002,Unprovoked,USA,Fishing,M,55,N,15,Blacktip Shark
2002,Provoked,USA,Fishing,M,18,N,12,Blacktip Shark
2002,Provoked,TONG,Swimming,M,18,N,15,Tiger Shark
2002,Unprovoked,USA,Surfing,M,35,N,10,Unknown Shark
2002,Unprovoked,BRZ,Swimming,M,19,N,15,Tiger Shark
2002,Unprovoked,USA,Surfing,M,18,N,7,Unknown Shark
2002,Unprovoked,SA,Surfing,M,47,N,16,White Shark
2002,Unprovoked,USA,Surfing,M,20,N,15,Unknown Shark
2002,Provoked,USA,Wading,M,36,N,17,Hammerhead Shark
2002,Unprovoked,USA,Surfing,M,16,N,15,Tiger Shark
2002,Unprovoked,USA,Swimming,F,29,N,17,Unknown Shark
2002,Unprovoked,USA,Surfing,M,27,N,14,Unknown Shark
2002,Unprovoked,USA,Surfing,M,15,N,15,Nurse Shark
2002,Unprovoked,USA,Standing,M,15,N,12,Unknown Shark
2002,Unprovoked,USA,Standing,M,14,N,11,Unknown Shark
2002,Unprovoked,USA,Surfing,M,13,N,19,Blacktip Shark
2002,Unprovoked,USA,Swimming,F,15,N,17,Bull Shark
2002,Provoked,USA,Surfing,M,19,N,18,Unknown Shark
2002,Unprovoked,BRZ,Surfing,M,22,N,15,Tiger Shark
2002,Unprovoked,USA,Standing,F,9,N,17,Bull Shark
2002,Unprovoked,AUS,Surfing,M,30,N,10,Unknown Shark
2002,Unprovoked,USA,Swimming,F,11,N,14,Unknown Shark
2002,Unprovoked,USA,Surfing,M,28,N,13,Unknown Shark
2002,Unprovoked,USA,Surfing,M,50,N,10,Unknown Shark 
2002,Unprovoked,USA,Swimming,M,10,N,13,Unknown Shark
2002,Unprovoked,USA,Surfing,M,24,N,14,White Shark
2002,Unprovoked,USA,Swimming,M,16,N,16,Unknown Shark
2002,Provoked,USA,Fishing,M,55,N,17,Blacktip Shark
2002,Unprovoked,USA,Surfing,M,35,N,6,Unknown Shark
2002,Unprovoked,BRZ,Surfing,M,40,N,17,Unknown Shark
2002,Unprovoked,AUS,Diving,M,23,Y,12,White Shark
2002,Unprovoked,USA,Surfing,M,34,N,10,Unknown Shark
2002,Unprovoked,USA,Surfing,M,28,N,11,Unknown Shark
2002,Unprovoked,AUS,Swimming,M,45,N,18,Unknown Shark
2002,Unprovoked,BAH,Standing,M,43,N,10,Bull Shark
2002,Unprovoked,USA,Wading,M,41,N,15,Unknown Shark
2002,Unprovoked,USA,Swimming,M,29,N,11,Unknown Shark
2002,Unprovoked,USA,Surfing,M,17,N,12,Tiger Shark
2002,Unprovoked,USA,Wading,F,11,N,10,Unknown Shark 
2002,Unprovoked,BRZ,Swimming,M,16,Y,17,Unknown Shark
2002,Unprovoked,USA,Swimming,M,20,N,15,Unknown Shark
2002,Unprovoked,USA,Diving,M,39,N,10,Nurse Shark
2002,Unprovoked,USA,Surfing,M,31,N,10,Spinner Shark
2002,Unprovoked,FIJI,Surfing,M,15,Y,20,Unknown Shark
2002,Boating,AUS,Kayaking,M,35,N,19,Unknown Shark
2002,Unprovoked,SA,Fishing,M,16,N,2,Zambesi Shark
2002,Unprovoked,USA,Diving,M,35,N,13,Tiger Shark
2001,Unprovoked,AUS,Surfing,M,36,N,10,Unknown Shark
2001,Unprovoked,USA,Surfing,M,18,N,17,Unknown Shark
2001,Unprovoked,AUS,Diving,F,20,N,13,Whaler Shark
2001,Unprovoked,MEX,Surfing,M,26,N,10,Tiger Shark
2001,Provoked,USA,Surfing,M,21,N,16,Unknown Shark
2001,Unprovoked,USA,Surfing,M,14,N,15,Unknown Shark
2001,Unprovoked,USA,Diving,M,42,Y,13,Unknown Shark
2001,Unprovoked,USA,Surfing,M,6,N,15,Unknown Shark
2001,Unprovoked,USA,Surfing,M,16,N,13,Unknown Shark
2001,Unprovoked,USA,Walking,M,13,N,18,Unknown Shark
2001,Unprovoked,USA,Swimming,M,28,Y,18,White Shark
2001,Unprovoked,USA,Swimming,F,23,N,18,White Shark
2001,Unprovoked,USA,Wading,M,20,N,12,Unknown Shark
2001,Unprovoked,USA,Swimming,M,10,Y,18,Bull Shark
2001,Unprovoked,BAH,Fishing,M,44,N,13,Bull Shark
2001,Unprovoked,USA,Standing,F,29,N,13,Unknown Shark
2001,Unprovoked,USA,Wading,M,69,N,16,Unknown Shark
2001,Unprovoked,USA,Surfing,M,18,N,16,Unknown Shark
2001,Unprovoked,USA,Surfing,M,18,N,14,Unknown Shark
2001,Unprovoked,USA,Surfing,M,17,N,16,Unknown Shark
2001,Unprovoked,USA,Surfing,M,27,N,16,Unknown Shark
2001,Unprovoked,USA,Surfing,M,32,N,13,Unknown Shark
2001,Unprovoked,USA,Surfing,F,17,N,13,Unknown Shark
2001,Unprovoked,USA,Surfing,F,17,N,11,Unknown Shark
2001,Unprovoked,USA,Surfing,M,20,N,12,Blacktip Shark
2001,Unprovoked,USA,Surfing,M,19,N,12,Blacktip Shark
2001,Unprovoked,USA,Surfing,M,19,N,10,Blacktip Shark
2001,Unprovoked,BAH,Fishing,M,43,N,16,Bull Shark
2001,Unprovoked,BAH,Swimming,M,36,N,10,Unknown Shark
2001,Unprovoked,USA,Surfing,M,18,N,16,Unknown Shark
2001,Unprovoked,USA,Surfing,M,48,N,14,Unknown Shark
2001,Unprovoked,USA,Surfing,M,18,N,14,Unknown Shark
2001,Unprovoked,MEX,Surfing,M,42,N,10,Unknown Shark
2001,Unprovoked,USA,Swimming,M,8,N,18,Bull Shark
2001,Unprovoked,USA,Swimming,M,35,N,18,Unknown Shark
2001,Provoked,USA,Fishing,M,52,N,9,White Shark
2001,Unprovoked,USA,Swimming,M,18,N,19,Unknown Shark
2001,Unprovoked,AUS,Surfing,M,33,N,17,Unknown Shark
2001,Unprovoked,USA,Surfing,M,45,N,19,Unknown Shark
2001,Unprovoked,USA,Surfing,M,14,N,15,Unknown Shark
2001,Unprovoked,USA,Surfing,M,16,N,11,Unknown Shark
2001,Unprovoked,USA,Surfing,M,12,N,10,Blacktip Shark
2001,Unprovoked,USA,Surfing,M,35,N,16,Unknown Shark
2001,Unprovoked,USA,Surfing,M,38,N,16,Unknown Shark
2001,Unprovoked,USA,Surfing,M,21,N,16,Blacktip Shark
2001,Unprovoked,USA,Surfing,M,12,N,12,Blacktip Shark
2001,Unprovoked,USA,Surfing,M,22,N,11,Blacktip Shark
2001,Unprovoked,USA,Surfing,M,22,N,12,Unknown Shark
2001,Unprovoked,USA,Surfing,M,18,N,7,White Shark
2001,Unprovoked,SA,Surfing,M,46,N,9,White Shark
2001,Unprovoked,USA,Standing,M,26,N,14,Unknown Shark
2001,Unprovoked,AUS,Surfing,M,40,N,10,Whaler Shark
2001,Unprovoked,USA,Surfing,M,18,N,14,Unknown Shark
2001,Unprovoked,AUS,Surfing,M,40,N,16,Whaler Shark
2000,Unprovoked,FIJI,Swimming,M,47,Y,14,Unknown Shark
2000,Unprovoked,AUS,Fishing,M,38,N,9,Whaler Shark
2000,Unprovoked,USA,Swimming,M,73,N,12,Unknown Shark
2000,Unprovoked,AUS,Swimming,M,52,N,6,White Shark
2000,Unprovoked,AUS,Swimming,M,49,Y,6,White Shark
2000,Unprovoked,USA,Surfing,M,27,N,16,White Shark
2000,Boating,AUS,Fishing,M,31,N,22,White Shark
2000,Unprovoked,USA,Surfing,M,23,N,18,Unknown Shark
2000,Unprovoked,USA,Swimming,F,56,N,11,Tiger Shark
2000,Unprovoked,USA,Swimming,M,69,N,15,Unknown Shark
2000,Unprovoked,USA,Surfing,M,17,N,10,Unknown Shark
2000,Unprovoked,USA,Surfing,M,23,N,14,Blacktip Shark
2000,Unprovoked,USA,Surfing,M,11,N,12,Unknown Shark
2000,Unprovoked,USA,Surfing,M,24,N,16,Unknown Shark
2000,Unprovoked,USA,Surfing,M,18,N,9,White Shark
2000,Unprovoked,AUS,Surfing,M,17,Y,13,White Shark
2000,Unprovoked,AUS,Surfing,M,25,Y,7,White Shark
2000,Unprovoked,JP,Surfing,M,31,Y,17,White Shark
2000,Unprovoked,USA,Surfing,M,49,N,18,Unknown Shark
2000,Unprovoked,USA,Surfing,F,26,N,12,Unknown Shark
2000,Unprovoked,USA,Swimming,M,25,N,13,Unknown Shark
2000,Unprovoked,USA,Swimming,M,8,N,17,Unknown Shark
2000,Unprovoked,SA,Diving,M,48,N,11,White Shark
2000,Unprovoked,USA,Wading,M,40,N,11,Unknown Shark
2000,Unprovoked,REU,Surfing,M,27,N,18,Tiger Shark
2000,Unprovoked,USA,Swimming,M,47,N,12,Unknown Shark
2000,Unprovoked,USA,Swimming,M,69,Y,16,Bull Shark
2000,Unprovoked,USA,Surfing,M,53,N,11,Tiger Shark
2000,Unprovoked,USA,Surfing,M,27,N,16,Unknown Shark
2000,Unprovoked,USA,Standing,F,44,N,16,Blacktip Shark
2000,Unprovoked,SA,Surfing,M,18,N,18,Unknown Shark
2000,Unprovoked,USA,Wading,M,13,N,15,Unknown Shark
2000,Unprovoked,USA,Swimming,M,41,N,18,Unknown Shark
2000,Unprovoked,USA,Playing,F,12,N,16,Tiger Shark
2000,Unprovoked,USA,Wading,F,20,N,18,Unknown Shark
2000,Unprovoked,USA,Fishing,F,55,N,12,Nurse Shark
2000,Unprovoked,USA,Wading,F,13,N,17,Unknown Shark
2000,Unprovoked,USA,Standing,F,19,N,14,Blacktip Shark
2000,Unprovoked,USA,Standing,M,52,N,7,Unknown Shark
2000,Boating,USA,Sailing,M,18,N,14,Bull Shark
2000,Unprovoked,USA,Surfing,M,17,N,16,Blacktip Shark
2000,Unprovoked,USA,Swimming,M,55,N,6,Bull Shark
2000,Unprovoked,USA,Swimming,M,44,N,6,Bull Shark
2000,Unprovoked,USA,Diving,M,13,N,14,Unknown Shark
2000,Unprovoked,USA,Walking,M,34,N,11,Unknown Shark
2000,Unprovoked,USA,Wading,M,18,N,14,Unknown Shark
2000,Unprovoked,AUS,Swimming,M,26,N,14,Unknown Shark
2000,Unprovoked,USA,Surfing,F,14,N,11,Unknown Shark
2000,Unprovoked,USA,Surfing,M,37,N,14,Unknown Shark
2000,Unprovoked,NC,Fishing,M,35,Y,10,Tiger Shark
2000,Unprovoked,AUS,Surfing,M,18,N,19,Tiger Shark
2000,Unprovoked,USA,Fishing,M,39,N,16,Mako Shark
2000,Unprovoked,USA,Surfing,M,27,N,12,Unknown Shark
2000,Unprovoked,SA,Surfing,M,18,N,14,White Shark
1999,Unprovoked,BRZ,Fishing,M,39,N,9,Unknown Shark
1999,Unprovoked,USA,Surfing,M,35,N,12,Unknown Shark
1999,Unprovoked,USA,Surfing,M,19,N,15,Unknown Shark
1999,Unprovoked,USA,Swimming,F,51,N,17,Tiger Shark
1999,Unprovoked,BRZ,Swimming,M,39,N,10,Unknown Shark
1999,Unprovoked,USA,Surfing,M,45,N,17,Unknown Shark
1999,Unprovoked,USA,Surfing,M,13,N,15,Unknown Shark
1999,Unprovoked,USA,Surfing,M,16,N,18,Tiger Shark
1999,Unprovoked,USA,Surfing,M,22,N,18,Unknown Shark
1999,Unprovoked,USA,Kayaking,M,37,N,18,White Shark
1999,Unprovoked,USA,Wading,F,10,N,12,Unknown Shark
1999,Unprovoked,USA,Wading,M,39,N,19,Unknown Shark
1999,Unprovoked,USA,Surfing,M,28,N,14,Unknown Shark
1999,Unprovoked,MI,Fishing,M,23,N,10,Unknown Shark
1999,Unprovoked,USA,Surfing,M,17,N,18,Unknown Shark
1999,Unprovoked,USA,Swimming,M,10,N,17,Unknown Shark
1999,Unprovoked,USA,Surfing,M,62,N,11,Unknown Shark
1999,Unprovoked,BAH,Fishing,M,35,N,17,Bull Shark
1999,Unprovoked,SA,Surfing,M,42,N,14,White Shark
1999,Unprovoked,USA,Swimming,M,43,N,18,Bull Shark
1999,Unprovoked,USA,Surfing,M,43,N,10,Tiger Shark
1999,Unprovoked,SA,Surfing,M,14,Y,11,White Shark
1999,Unprovoked,USA,Fishing,F,30,N,12,Blacktip Shark
1999,Unprovoked,SA,Surfing,M,29,N,10,White Shark
1999,Unprovoked,USA,Surfing,M,21,N,9,Unknown Shark
1999,Unprovoked,USA,Swimming,M,41,N,13,Unknown Shark
1999,Unprovoked,USA,Wading,M,5,N,16,Blacktip Shark
1999,Unprovoked,AUS,Surfing,M,22,Y,14,White Shark
1999,Unprovoked,BRZ,Surfing,M,21,N,12,Tiger Shark
1999,Unprovoked,MAU,Swimming,F,41,N,6,Reef Shark
1999,Unprovoked,REU,Swimming,M,52,Y,10,Bull Shark
1999,Unprovoked,USA,Swimming,F,29,Y,20,Unknown Shark
1999,Unprovoked,NC,Fishing,M,18,N,10,Unknown Shark
1999,Unprovoked,USA,Swimming,F,29,N,10,Unknown Shark
1999,Unprovoked,AUS,Surfing,M,35,N,10,Tiger Shark
1999,Unprovoked,USA,Surfing,M,25,N,15,Spinner Shark
1999,Unprovoked,SA,Fishing,M,30,N,12,White Shark
1998,Provoked,USA,Surfing,M,19,N,8,Unknown Shark
1998,Unprovoked,AUS,Standing,F,21,N,15,Unknown Shark
1998,Unprovoked,SA,Surfing,M,18,N,17,White Shark
1998,Unprovoked,AUS,Surfing,F,21,N,12,Unknown Shark
1998,Unprovoked,USA,Swimming,M,9,Y,14,Tiger Shark
1998,Unprovoked,USA,Surfing,M,14,N,8,Unknown Shark
1998,Unprovoked,USA,Walking,M,13,N,17,Unknown Shark
1998,Unprovoked,BRZ,Surfing,M,22,Y,12,White Shark
1998,Unprovoked,USA,Swimming,F,17,N,12,Unknown Shark
1998,Unprovoked,USA,Surfing,M,28,N,14,Unknown Shark
1998,Unprovoked,USA,Surfing,M,18,N,15,Unknown Shark
1998,Unprovoked,SA,Fishing,M,18,N,18,Unknown Shark
1998,Unprovoked,USA,Surfing,M,26,N,20,Unknown Shark
1998,Unprovoked,USA,Surfing,M,16,N,14,White Shark
1998,Unprovoked,BAH,Fishing,M,28,N,16,Reef Shark
1998,Unprovoked,SA,Fishing,M,24,N,13,White Shark
1998,Unprovoked,BRZ,Surfing,M,18,N,17,Unknown Shark
1998,Unprovoked,SA,Surfing,M,16,N,10,Unknown Shark
1998,Unprovoked,AUS,Diving,M,26,Y,14,White Shark
1998,Unprovoked,SA,Surfing,M,20,Y,9,White Shark
1998,Unprovoked,USA,Surfing,M,18,N,18,Unknown Shark
1998,Unprovoked,SA,Surfing,M,16,N,12,Unknown Shark
1998,Unprovoked,USA,Surfing,M,40,N,11,Lemon Shark
1998,Unprovoked,USA,Swimming,F,14,N,14,Blacktip Shark
1998,Unprovoked,USA,Swimming,M,24,N,15,Unknown Shark
1998,Unprovoked,SA,Surfing,M,22,N,14,White Shark
1998,Unprovoked,MOZ,Swimming,F,35,Y,15,Unknown Shark
1998,Unprovoked,USA,Swimming,M,40,N,15,Unknown Shark
1998,Unprovoked,SA,Fishing,M,33,N,17,White Shark
1998,Unprovoked,USA,Swimming,M,32,N,10,Spinner Shark
1998,Unprovoked,USA,Swimming,M,18,N,9,Spinner Shark
1998,Unprovoked,AUS,Fishing,M,31,N,20,Unknown Shark
1998,Unprovoked,REU,Swimming,M,18,Y,12,Unknown Shark
1998,Unprovoked,AUS,Surfing,M,18,N,12,Unknown Shark
1998,Unprovoked,MOZ,Surfing,M,23,N,13,Unknown Shark
1997,Unprovoked,SA,Fishing,M,39,Y,14,White Shark
1997,Unprovoked,AUS,Diving,M,42,N,10,White Shark
1997,Unprovoked,USA,Swimming,M,32,N,10,Unknown Shark
1997,Unprovoked,USA,Surfing,M,19,N,7,Tiger Shark
1997,Unprovoked,USA,Surfing,M,23,N,17,Blacktip Shark
1997,Unprovoked,USA,Surfing,M,12,N,18,Unknown Shark
1997,Unprovoked,USA,Swimming,F,14,N,8,Unknown Shark
1997,Unprovoked,USA,Surfing,M,12,N,17,Unknown Shark
1997,Unprovoked,USA,Surfing,M,17,N,10,Blacktip Shark
1997,Unprovoked,USA,Surfing,M,20,N,15,Unknown Shark
1997,Unprovoked,USA,Surfing,M,18,N,13,Unknown Shark
1997,Unprovoked,USA,Surfing,M,22,N,11,Unknown Shark
1997,Unprovoked,USA,Surfing,M,29,N,12,White Shark
1997,Unprovoked,USA,Swimming,F,12,N,14,Unknown Shark
1997,Unprovoked,USA,Surfing,M,17,N,11,Unknown Shark
1997,Unprovoked,USA,Surfing,M,18,N,17,Unknown Shark
1997,Unprovoked,USA,Surfing,M,17,N,15,Unknown Shark
1997,Unprovoked,USA,Surfing,M,19,N,9,Unknown Shark
1997,Unprovoked,AUS,Surfing,M,19,N,14,Unknown Shark
1997,Unprovoked,SA,Surfing,M,25,Y,12,White Shark
1997,Unprovoked,USA,Standing,M,50,N,22,Blacktip Shark
1997,Unprovoked,USA,Fishing,M,18,N,23,Unknown Shark
1997,Unprovoked,FIJI,Diving,F,47,N,14,Tiger Shark
1997,Unprovoked,USA,Surfing,M,18,N,18,Spinner Shark
1997,Unprovoked,USA,Surfing,M,33,N,10,Spinner Shark
1997,Unprovoked,USA,Fishing,M,35,N,10,Unknown Shark
1997,Unprovoked,USA,Surfing,M,34,N,11,Sand Shark
1997,Unprovoked,USA,Surfing,M,12,N,11,Sand Shark
1997,Unprovoked,BAH,Fishing,M,18,N,10,Unknown Shark
1997,Unprovoked,AUS,Diving,M,30,N,12,Tiger Shark
1997,Unprovoked,AUS,Surfing,M,41,Y,18,Tiger Shark
1996,Unprovoked,AUS,Surfing,M,18,N,18,Unknown Shark
1996,Unprovoked,SA,Surfing,M,18,N,16,White Shark
1996,Unprovoked,USA,Surfing,M,45,N,8,White Shark
1996,Unprovoked,USA,Surfing,M,26,N,17,Unknown Shark
1996,Unprovoked,USA,Surfing,M,22,N,13,White Shark
1996,Unprovoked,USA,Surfing,M,21,N,8,Unknown Shark
1996,Unprovoked,USA,Surfing,M,31,N,7,White Shark
1996,Unprovoked,USA,Swimming,M,14,N,13,Unknown Shark
1996,Unprovoked,NZ,Diving,M,23,N,10,White Shark
1996,Unprovoked,USA,Swimming,M,19,N,12,Unknown Shark
1996,Unprovoked,USA,Standing,M,5,N,18,Unknown Shark
1996,Unprovoked,USA,Surfing,M,28,N,13,Unknown Shark
1996,Unprovoked,USA,Surfing,F,28,N,12,Unknown Shark
1996,Provoked,SA,Fishing,M,29,N,7,White Shark
1996,Unprovoked,USA,Surfing,M,19,N,16,Tiger Shark
1996,Unprovoked,USA,Diving,M,36,N,11,White Shark
1996,Unprovoked,USA,Fishing,M,21,N,14,Hammerhead Shark
1996,Unprovoked,USA,Standing,F,8,N,19,Unknown Shark
1996,Unprovoked,EGY,Diving,M,18,N,18,White Shark
1996,Unprovoked,USA,Swimming,M,9,N,13,Unknown Shark
1996,Unprovoked,USA,Surfing,M,18,N,13,Unknown Shark
1996,Unprovoked,USA,Standing,F,63,N,14,Unknown Shark
1996,Unprovoked,USA,Surfing,F,24,N,12,Unknown Shark
1996,Unprovoked,AUS,Surfing,M,18,N,17,White Shark
1996,Unprovoked,SA,Surfing,M,17,N,14,White Shark
1996,Unprovoked,USA,Surfing,M,22,N,13,Unknown Shark
1996,Unprovoked,SK,Diving,M,33,Y,11,Unknown Shark
1996,Unprovoked,USA,Surfing,M,27,N,11,Blacktip Shark
1996,Unprovoked,AUS,Swimming,F,47,N,7,Tiger Shark
1996,Unprovoked,AUS,Swimming,M,24,N,22,Whaler Shark
1996,Unprovoked,AUS,Swimming,M,7,N,12,Reef Shark
1996,Unprovoked,USA,Swimming,M,53,N,15,Tiger Shark
1996,Boating,AUS,Messing with Sharks,M,18,N,10,Mako Shark
1996,Unprovoked,REU,Surfing,M,25,Y,16,Tiger Shark
1995,Unprovoked,AUS,Standing,F,15,N,14,Unknown Shark
1995,Unprovoked,USA,Surfing,M,39,N,11,Unknown Shark
1995,Unprovoked,USA,Surfing,M,14,N,10,Unknown Shark
1995,Unprovoked,USA,Surfing,M,25,N,17,White Shark
1995,Unprovoked,USA,Swimming,F,19,N,15,Unknown Shark
1995,Unprovoked,AUS,Diving,M,29,Y,15,White Shark
1995,Unprovoked,USA,Diving,M,32,N,16,White Shark
1995,Unprovoked,USA,Surfing,M,16,N,18,Unknown Shark
1995,Unprovoked,USA,Surfing,M,18,N,14,Unknown Shark
1995,Unprovoked,USA,Swimming,M,23,N,12,Sand Shark
1995,Unprovoked,USA,Surfing,M,19,N,19,Unknown Shark
1995,Unprovoked,TONG,Fishing,M,18,N,15,Unknown Shark
1995,Unprovoked,USA,Wading,M,20,N,8,Unknown Shark
1995,Unprovoked,USA,Surfing,M,20,N,13,Unknown Shark
1995,Unprovoked,USA,Surfing,M,12,N,14,Unknown Shark
1995,Unprovoked,USA,Surfing,M,18,N,16,Unknown Shark
1995,Unprovoked,USA,Surfing,M,18,N,14,Unknown Shark
1995,Unprovoked,USA,Surfing,M,18,N,14,Unknown Shark
1995,Unprovoked,USA,Standing,M,18,N,13,Unknown Shark
1984,Unprovoked,SA,Surfing,M,14,N,17,Unknown Shark
1995,Unprovoked,USA,Diving,M,31,N,17,White Shark
1995,Unprovoked,USA,Swimming,F,10,N,14,Unknown Shark
1995,Unprovoked,USA,Swimming,M,38,N,11,Tiger Shark
1995,Unprovoked,HK,Swimming,M,29,Y,14,Unknown Shark
1995,Unprovoked,USA,Surfing,M,12,N,10,Unknown Shark
1995,Unprovoked,USA,Surfing,M,20,N,13,Unknown Shark
1995,Unprovoked,JP,Diving,M,47,Y,10,White Shark
1995,Unprovoked,AUS,Surfing,M,35,N,7,Whaler Shark
1995,Unprovoked,BRZ,Swimming,M,18,Y,12,Unknown Shark
1995,Unprovoked,SA,Swimming,M,22,N,17,Raggedtooth Shark
1995,Unprovoked,SA,Swimming,M,14,Y,18,Tiger Shark
1994,Unprovoked,SA,Surfing,M,26,N,16,White Shark
1994,Unprovoked,USA,Surfing,M,18,N,14,Unknown Shark
1994,Unprovoked,USA,Swimming,M,42,Y,8,White Shark
1994,Unprovoked,USA,Surfing,F,34,N,9,Unknown Shark
1994,Unprovoked,USA,Surfing,M,18,N,16,Unknown Shark
1994,Provoked,USA,Wading,F,9,N,13,Sand Shark
1994,Unprovoked,USA,Surfing,M,16,N,12,Unknown Shark
1994,Unprovoked,USA,Surfing,M,43,N,16,White Shark
1994,Unprovoked,USA,Swimming,F,12,N,11,Unknown Shark
1994,Unprovoked,REU,Surfing,M,24,Y,13,Bull Shark
1994,Unprovoked,SA,Surfing,M,22,Y,13,White Shark
1994,Unprovoked,SA,Surfing,M,31,N,13,White Shark
1994,Unprovoked,USA,Surfing,M,15,N,15,Unknown Shark
1994,Unprovoked,BAH,Fishing,M,30,N,15,Unknown Shark
1994,Unprovoked,USA,Surfing,M,24,N,10,Unknown Shark
1994,Unprovoked,USA,Surfing,M,28,N,8,Spinner Shark
1994,Unprovoked,USA,Wading,M,26,N,12,Unknown Shark
1994,Unprovoked,USA,Surfing,M,22,N,8,Unknown Shark
1994,Unprovoked,BAH,Wading,M,20,N,10,Unknown Shark
1994,Unprovoked,USA,Diving,M,71,N,15,Unknown Shark
1994,Unprovoked,CHI,Swimming,F,19,N,11,White Shark
1994,Unprovoked,CHI,Swimming,M,18,N,11,White Shark
1994,Unprovoked,SA,Fishing,M,18,N,11,Unknown Shark
1994,Unprovoked,USA,Surfing,M,23,N,13,Unknown Shark
1994,Provoked,USA,Fishing,M,18,N,17,Unknown Shark
1994,Unprovoked,SA,Surfing,M,15,N,16,White Shark
1994,Unprovoked,SA,Surfing,M,44,N,13,Unknown Shark
1994,Boating,AUS,Fishing,M,18,N,7,White Shark
1994,Unprovoked,SA,Swimming,M,33,N,16,Unknown Shark
1993,Unprovoked,AUS,Diving,M,27,Y,15,Tiger Shark
1993,Unprovoked,USA,Surfing,M,18,N,10,Unknown Shark
1993,Unprovoked,USA,Surfing,M,26,N,16,White Shark
1993,Unprovoked,USA,Swimming,F,26,N,10,Bull Shark
1993,Boating,USA,Kayaking,F,34,N,14,White Shark
1993,Unprovoked,SA,Fishing,M,36,N,11,White Shark
1993,Unprovoked,ESP,Swimming,M,69,N,8,Unknown Shark
1993,Unprovoked,BAH,Fishing,M,51,N,17,Blacktip Shark
1993,Unprovoked,USA,Surfing,M,18,N,7,Unknown Shark
1993,Boating,USA,Messing with Sharks,M,18,N,11,White Shark
1993,Unprovoked,USA,Swimming,F,19,N,10,Bull Shark
1993,Unprovoked,USA,Diving,M,39,N,14,White Shark
1993,Unprovoked,SA,Surfing,M,28,N,15,White Shark
1993,Unprovoked,USA,Playing,F,12,N,18,Unknown Shark
1993,Unprovoked,HK,Swimming,M,61,Y,7,Unknown Shark
1993,Unprovoked,MEX,Diving,F,42,Y,19,Unknown Shark
1993,Unprovoked,USA,Surfing,M,22,N,7,Tiger Shark
1993,Unprovoked,AUS,Diving,M,31,Y,9,White Shark
1993,Unprovoked,AUS,Diving,F,34,Y,10,White Shark
1993,Unprovoked,USA,Swimming,F,60,N,18,Unknown Shark
1993,Unprovoked,USA,Swimming,M,25,N,16,Unknown Shark
1993,Unprovoked,USA,Surfing,M,35,N,15,Tiger Shark
1993,Unprovoked,USA,Fishing,M,55,N,14,White Shark
1993,Sea Disaster,TONG,Swimming,M,18,N,3,Unknown Shark
1993,Sea Disaster,TONG,Swimming,M,18,N,12,Unknown Shark
1993,Provoked,AUS,Fishing,M,69,N,13,Whaler Shark
1993,Unprovoked,AUS,Fishing,M,21,N,9,Unknown Shark
1993,Unprovoked,USA,Surfing,M,29,N,16,White Shark
1992,Unprovoked,USA,Surfing,M,30,N,17,Tiger Shark
1992,Unprovoked,USA,Fishing,M,31,N,15,Mako Shark
1992,Unprovoked,USA,Surfing,M,19,N,7,Blacktip Shark
1992,Unprovoked,USA,Surfing,M,24,N,13,Unknown Shark
